Year,Storm,Province,Affected
2025,Opong,Abra,41028.0
2025,Opong,Agusan del Norte,155.0
2025,Opong,Aklan,136919.0
2025,Opong,Albay,320406.0
2025,Opong,Antique,178736.0
2025,Opong,Apayao,2110.0
2025,Opong,Aurora,25501.0
2025,Opong,Bataan,1682.0
2025,Opong,Batanes,22148.0
2025,Opong,Batangas,11184.0
2025,Opong,Benguet,6505.0
2025,Opong,Biliran,4686.0
2025,Opong,Bohol,180.0
2025,Opong,Bulacan,682.0
2025,Opong,Cagayan,122933.0
2025,Opong,Camarines Norte,31655.0
2025,Opong,Camarines Sur,345088.0
2025,Opong,Capiz,120159.0
2025,Opong,Catanduanes,77783.0
2025,Opong,Cavite,4470.0
2025,Opong,Cebu,6650.0
2025,Opong,Cotabato,3120.0
2025,Opong,Dinagat Islands,0.0
2025,Opong,Eastern Samar,18190.0
2025,Opong,Guimaras,55699.0
2025,Opong,Ifugao,45.0
2025,Opong,Ilocos Norte,0.0
2025,Opong,Ilocos Sur,41545.0
2025,Opong,Iloilo,143542.0
2025,Opong,Isabela,7753.0
2025,Opong,Kalinga,1117.0
2025,Opong,La Union,15104.0
2025,Opong,Laguna,9052.0
2025,Opong,Lanao del Sur,15.0
2025,Opong,Leyte,452.0
2025,Opong,Maguindanao del Norte,0.0
2025,Opong,Maguindanao del Sur,311775.0
2025,Opong,Marinduque,19987.0
2025,Opong,Masbate,653804.0
2025,Opong,Negros Occidental,38562.0
2025,Opong,Northern Samar,3782.0
2025,Opong,Nueva Ecija,829.0
2025,Opong,Nueva Vizcaya,262.0
2025,Opong,Occidental Mindoro,55719.0
2025,Opong,Oriental Mindoro,255.025
2025,Opong,Palawan,10479.0
2025,Opong,Pampanga,171109.0
2025,Opong,Pangasinan,274595.0
2025,Opong,Quezon,18881.0
2025,Opong,Quirino,571.0
2025,Opong,Rizal,5359.0
2025,Opong,Romblon,85375.0
2025,Opong,Samar,543.0
2025,Opong,Sorsogon,308693.0
2025,Opong,Surigao del Norte,31.0
2025,Opong,Tarlac,897.0
2025,Opong,Zambales,43750.0
2025,Opong,Zamboanga del Sur,11.0
